data:
1000,100
999,101
998,102
997,103
996,104
995,105
994,106
993,107
992,108
991,109
990,110
989,111
988,112
987,113
986,114
985,115
984,116
983,117
982,118
981,119
980,120
979,121
978,122
977,123
976,124
975,125
974,126
973,127
972,128
971,129
970,130
969,131
968,132
967,133
966,134
965,135
964,136
963,137
962,138
961,139
960,140
959,141
958,142
957,143
956,144
955,145
954,146
953,147
952,148
951,149
950,150
949,151
948,152
947,153
946,154
945,155
944,156
943,157
942,158
941,159
940,160
939,161
938,162
937,163
936,164
935,165
934,166
933,167
932,168
931,169
930,170
929,171
928,172
927,173
926,174
925,175
924,176
923,177
922,178
921,179
920,180
919,181
918,182
917,183
916,184
915,185
914,186
913,187
912,188
911,189
910,190
909,191
908,192
907,193
906,194
905,195
904,196
903,197
902,198
901,199
900,200
899,201
898,202
897,203
896,204
895,205
894,206
893,207
892,208
891,209
890,210
889,211
888,212
887,213
886,214
885,215
884,216
883,217
882,218
881,219
880,220
879,221
878,222
877,223
876,224
875,225
874,226
873,227
872,228
871,229
870,230
869,231
868,232
867,233
866,234
865,235
864,236
863,237
862,238
861,239
860,240
859,241
858,242
857,243
856,244
855,245
854,246
853,247
852,248
851,249
850,250
849,251
848,252
847,253
846,254
845,255
844,256
843,257
842,258
841,259
840,260
839,261
838,262
837,263
836,264
835,265
834,266
833,267
832,268
831,269
830,270
829,271
828,272
827,273
826,274
825,275
824,276
823,277
822,278
821,279
820,280
819,281
818,282
817,283
816,284
815,285
814,286
813,287
812,288
811,289
810,290
809,291
808,292
807,293
806,294
805,295
804,296
803,297
802,298
801,299
800,300
799,301
798,302
797,303
796,304
795,305
794,306
793,307
792,308
791,309
790,310
789,311
788,312
787,313
786,314
785,315
784,316
783,317
782,318
781,319
780,320
779,321
778,322
777,323
776,324
775,325
774,326
773,327
772,328
771,329
770,330
769,331
768,332
767,333
766,334
765,335
764,336
763,337
762,338
761,339
760,340
759,341
758,342
757,343
756,344
755,345
754,346
753,347
752,348
751,349
750,350
749,351
748,352
747,353
746,354
745,355
744,356
743,357
742,358
741,359
740,360
739,361
738,362
737,363
736,364
735,365
734,366
733,367
732,368
731,369
730,370
729,371
728,372
727,373
726,374
725,375
724,376
723,377
722,378
721,379
720,380
719,381
718,382
717,383
716,384
715,385
714,386
713,387
712,388
711,389
710,390
709,391
708,392
707,393
706,394
705,395
704,396
703,397
702,398
701,399
700,400
699,401
698,402
697,403
696,404
695,405
694,406
693,407
692,408
691,409
690,410
689,411
688,412
687,413
686,414
685,415
684,416
683,417
682,418
681,419
680,420
679,421
678,422
677,423
676,424
675,425
674,426
673,427
672,428
671,429
670,430
669,431
668,432
667,433
666,434
665,435
664,436
663,437
662,438
661,439
660,440
659,441
658,442
657,443
656,444
655,445
654,446
653,447
652,448
651,449
650,450
649,451
648,452
647,453
646,454
645,455
644,456
643,457
642,458
641,459
640,460
639,461
