data:
10000,100
9999,101
9998,102
9997,103
9996,104
9995,105
9994,106
9993,107
9992,108
9991,109
9990,110
9989,111
9988,112
9987,113
9986,114
9985,115
9984,116
9983,117
9982,118
9981,119
9980,120
9979,121
9978,122
9977,123
9976,124
9975,125
9974,126
9973,127
9972,128
9971,129
9970,130
9969,131
9968,132
9967,133
9966,134
9965,135
9964,136
9963,137
9962,138
9961,139
9960,140
9959,141
9958,142
9957,143
9956,144
9955,145
9954,146
9953,147
9952,148
9951,149
9950,150
9949,151
9948,152
9947,153
9946,154
9945,155
9944,156
9943,157
9942,158
9941,159
9940,160
9939,161
9938,162
9937,163
9936,164
9935,165
9934,166
9933,167
9932,168
9931,169
9930,170
9929,171
9928,172
9927,173
9926,174
9925,175
9924,176
9923,177
9922,178
9921,179
9920,180
9919,181
9918,182
9917,183
9916,184
9915,185
9914,186
9913,187
9912,188
9911,189
9910,190
9909,191
9908,192
9907,193
9906,194
9905,195
9904,196
9903,197
9902,198
9901,199
9900,200
9899,201
9898,202
9897,203
9896,204
9895,205
9894,206
9893,207
9892,208
9891,209
9890,210
9889,211
9888,212
9887,213
9886,214
9885,215
9884,216
9883,217
9882,218
9881,219
9880,220
9879,221
9878,222
9877,223
9876,224
9875,225
9874,226
9873,227
9872,228
9871,229
9870,230
9869,231
9868,232
9867,233
9866,234
9865,235
9864,236
9863,237
9862,238
9861,239
9860,240
9859,241
9858,242
9857,243
9856,244
9855,245
9854,246
9853,247
9852,248
9851,249
9850,250
9849,251
9848,252
9847,253
9846,254
9845,255
9844,256
9843,257
9842,258
9841,259
9840,260
9839,261
9838,262
9837,263
9836,264
9835,265
9834,266
9833,267
9832,268
9831,269
9830,270
9829,271
9828,272
9827,273
9826,274
9825,275
9824,276
9823,277
9822,278
9821,279
9820,280
9819,281
9818,282
9817,283
9816,284
9815,285
9814,286
9813,287
9812,288
9811,289
9810,290
9809,291
9808,292
9807,293
9806,294
9805,295
9804,296
9803,297
9802,298
9801,299
9800,300
9799,301
9798,302
9797,303
9796,304
9795,305
9794,306
9793,307
9792,308
9791,309
9790,310
9789,311
9788,312
9787,313
9786,314
9785,315
9784,316
9783,317
9782,318
9781,319
9780,320
9779,321
9778,322
9777,323
9776,324
9775,325
9774,326
9773,327
9772,328
9771,329
9770,330
9769,331
9768,332
9767,333
9766,334
9765,335
9764,336
9763,337
9762,338
9761,339
9760,340
9759,341
9758,342
9757,343
9756,344
9755,345
9754,346
9753,347
9752,348
9751,349
9750,350
9749,351
9748,352
9747,353
9746,354
9745,355
9744,356
9743,357
9742,358
9741,359
9740,360
9739,361
9738,362
9737,363
9736,364
9735,365
9734,366
9733,367
9732,368
9731,369
9730,370
9729,371
9728,372
9727,373
9726,374
9725,375
9724,376
9723,377
9722,378
9721,379
9720,380
9719,381
9718,382
9717,383
9716,384
9715,385
9714,386
9713,387
9712,388
9711,389
9710,390
9709,391
9708,392
9707,393
9706,394
9705,395
9704,396
9703,397
9702,398
9701,399
9700,400
9699,401
9698,402
9697,403
9696,404
9695,405
9694,406
9693,407
9692,408
9691,409
9690,410
9689,411
9688,412
9687,413
9686,414
9685,415
9684,416
9683,417
9682,418
9681,419
9680,420
9679,421
9678,422
9677,423
9676,424
9675,425
9674,426
9673,427
9672,428
9671,429
9670,430
9669,431
9668,432
9667,433
9666,434
9665,435
9664,436
9663,437
9662,438
9661,439
9660,440
9659,441
9658,442
9657,443
9656,444
9655,445
